,User,CREATED_AT,LABEL,stemming_words,LIKE COUNT,FOLLOWERS COUNT
988,1.42E+18,8/1/2021 12:57,Other,ඊයේ වාර්තා වූ කොවිඩ් මරණ ගණන මුළු මරණ ගණන සීමාව ඉක්මවා ගියා,5,194
992,1.42E+18,8/1/2021 12:52,Other,ඊයේ කොවිඩ් මරණ වාර්තා වීමත් මෙරට සමස්ත කොවිඩ් මරණ ගණන සීමාව ඉක්මවා ගියේ මෙරට කොවිඩ් මරණ සංඛ්යාව කි,0,2296
996,1.42E+18,8/1/2021 12:29,Other,මරණ වාර්තා වෙයි පිරිමි කාන්තා මෙරටින් වාර්තා මුළු කොරෝනා ආසාදිත මරණ සංඛ්යාව,0,1277
998,1.42E+18,8/1/2021 12:25,Other,කොවිඩ් මරණ සමස්තය ඉක්මවයි අද දිනය කොවිඩ් මරණ සෞඛ්ය සේවා අධ්යක්ෂ ජනරාල්වරයා තහවුරු කර තිබේ විස්තර,9,110509
1002,1.42E+18,8/1/2021 10:58,Other,ශ්රී ලංකා ජූලි දින අපගේ දෛනික යාවත්කාලීන කිරීම රෝගීන් වාර්තා වී ජූලි වනදා මරණ පරීක්ෂණ රැපිඩ් ප්රතිදේහජනක පරීක්ෂණ කර ඇත,1,1922
1004,1.42E+18,8/1/2021 7:13,Other,ඉපදීම අකුරු කි ආදරය අකුරු කි හැරයාම අකුරු කි තනිවීම අකුරු කි මරණ අකුරු කි,2,1645
1006,1.42E+18,8/1/2021 6:46,Crime,මෙහෙකාර දැරියගේ දෙවන පශ්චා මරණ පරික්ෂණය කරයි,2,289
1008,1.42E+18,8/1/2021 6:35,Other,උප්පැන්න විවාහ මරණ සහතික පිටපත මාර්ගගත ක්රමයට,32,1645
1010,1.42E+18,8/1/2021 6:27,Other,කොරෝනාවෛරසය ඊයේ ආසාදිතයින් මරණ,2,8026
1012,1.42E+18,8/1/2021 6:15,Other,තායිලන්තයේ කොවිඩ් වසංගත ව්යාප්තිය දරුණුම අවධියට මුහුණපා සිටී දෛනික මරණ කට ආසන්න වෙමින් එරට සෞඛ්ය පද්ධති මුහුණපා සිටින බරපතළ අර්බුදය වන්නේ රෝහල් මෘතදේහ ගොඩගැසීමයබැංකොක් අගනුවර නුදුරු රෝහලක වසරේ තායිලන්ත,0,105
1014,1.42E+18,8/1/2021 6:01,Other,කොරෝනා පලමු දෙවනි රැල්ලෙදි මරණ අඩු උනේ ලංකා දේශිය ලබාගත් ප්රතිකාර එන්නත කෙරුවාවෙන් මිනිසුන් අවදානමෙන් මිදුනා දැන එන්නත දෙකම ගහපු අයට හැදිලා එයින් අයට හැදිලා මරණ වැඩියි මුදල් නාස්ති විතරයි,1,1249
1016,1.42E+18,8/1/2021 5:09,Other,සඳුදා ඉඳන් ආණ්ඩුව හදන්නේ කොරෝනා වැඩිකරන්න මරණ ගාණත් කරන්න,1,1631
1018,1.42E+18,8/1/2021 4:42,Other,ඊයේ හමුවූ ආසාදිතයින් දෙනා කොවිඩ් මරණ හි සියලු තොරතුරු,1,591
1022,1.42E+18,8/1/2021 4:30,Other,සෙනසුරාදා ආසාදිතයින් මරණ සෙනසුරාදා ආසාදිතයින් මරණ,0,6740
1024,1.42E+18,8/1/2021 4:23,Other,ඊයේ කොරෝනා ආසාධිතයින් යි මරණ යි,0,88
1026,1.42E+18,8/1/2021 4:00,Other,මෙරටින් කොවිඩ් මරණ ආසාදිතයින්,0,201
1028,1.42E+18,8/1/2021 3:57,Other,ගතවූ පැය වැඩිම කොරෝනා මරණ සංඛ්යාව ඉන්දුනීසියාවෙන් වාර්තා වෙයි,0,2025
1032,1.42E+18,8/1/2021 2:28,Other,ජනතාවට මගුල් කන්න එපා කියන ආණ්ඩුව වැඩට එන්න කියන්නේ කොවිඩ් මරණ කරන්න මුජිබර් රහුමාන්,1,1258
1034,1.42E+18,8/1/2021 0:51,Other,තමන්ගේ සහතික ගෙදර සිටම ගන්න සර් සිස්ටම් එක වෙනස් කරන් යනවා ඕං ගොබ්බයෙක් ඉස්සරහ ඇවිත අහයි මරණ සහතිකය ගන්නේ මැරුණු කෙනාද කියා බොලං එයාගේ ලඟම ඥාතියෙක් තමයි වැඩකරණරටක්,19,3299
1036,1.42E+18,7/31/2021 22:07,Other,කොවිඩ් මරණ වාර්තා වෙයි,1,1975
1038,1.42E+18,7/31/2021 17:41,Other,කොරෝනා මරණ වාර්තා වෙයි,0,329
1040,1.42E+18,7/31/2021 17:09,Other,එක්සත අරාබි එමීර් රාජ්යයේ සෞඛ්ය අමාත්යාංශ පැය පරීක්ෂණ කරයි ආසාදිතයින් හඳුනාගනී සුවවී මරණ වාර්තාවේ,0,234
1042,1.42E+18,7/31/2021 16:15,Other,කොවිඩ් මරණ ඊයේ කොවිඩ් මරණ වාර්තා වී සෞඛ්ය සේවා අධ්යක්ෂ ජනරාල්වරයා අද දින තහවුරු කර තිබේ විස්තර,8,110509
1044,1.42E+18,7/31/2021 16:09,Other,ඉෂාලිනීගේ දෙවන පශ්චා මරණ පරීක්ෂණය අවසන් වාර්තා ලැබෙන සිරුර පේරාදෙණි රෝහලේ,0,1631
1062,1.42E+18,7/31/2021 14:33,Other,ඊයේ දිනයේදී මරණ වාර්තා වී තිබෙනව මුළු මරණ ගණන,4,194
1066,1.42E+18,7/31/2021 14:03,Crime,ඉෂාලිනීගේ දෙවන මරණ පරීක්ෂණයේ පූර්ණ වාර්තාව ලැබෙන දේහය පේරාදෙණි රෝහලේ,1,2025
1068,1.42E+18,7/31/2021 12:22,Crime,ඉෂාලිනිගේ දෙවන පශ්චා මරණ පරීක්ෂණයෙන් සොයාබැලෙන කරුණු විස්තර,16,110509
1070,1.42E+18,7/31/2021 11:37,Crime,හයිසින්ත් විජේරත්න වෑන් රථයේ රියදුරු රිමාන්ඩ් රිය අනතුරක මුහුණ දීමෙන ජීවිතක්ෂ පත්වු ප්රවීණ රංගන ශිල්පිනී හයිසින්ත් විජේරත්න මහත්මියගේ සිරුර පශ්චා මරණ පරීක්ෂණය නුවරඑළි රෝහලේ අධිකරණ වෛද්යවරයා සිදුකර තිබේ විස්තර,14,110509
1074,1.42E+18,7/31/2021 10:27,Other,සල්ලිවලට දෙමාපියෝත් මරණ මැරෙණ රටක් මෙික මොන කතාද,0,18
1076,1.42E+18,7/31/2021 8:30,Crime,ගුරු සංගම් නායකයා මරණ තර්ජන,0,235
1080,1.42E+18,7/31/2021 7:41,Crime,උඹ බල්ලෙක් වගේ මහපාරේ මරා දානවා මහින්දට මරණ තර්ජන උඹ බල්ලෙක් වගේ මහපාරේ මරා දානවා ගුරු සංගම් නායක මහින්දට මරණ තර්ජන,1,26
1082,1.42E+18,7/31/2021 6:40,Crime,ඉෂාලිනීගේ දෙවන මරණ පරීක්ෂණය අද,0,2025
1084,1.42E+18,7/31/2021 4:55,Crime,ඉෂාලිනීගේ දේහය දෙවැනි මරණ පරීක්ෂණයක ගෙනයයි,0,235
1086,1.42E+18,7/31/2021 4:40,Other,මියන්මාර කොරෝනා වයිරස් මරණ ඉහළ යද්දී මිලිටරි ආන්ඩුව බලය තහවුරු කර ගැනීමට විරුද්ධවාදී මර්දනය කිරීමට වසංගත භාවිතා කරන රටවැසියන් මානව හිමිකම් ක්රියාකරුවන්ගෙන් එල්ල චෝදනා වර්ධන වෙමින් තිබේ,2,583
1088,1.42E+18,7/31/2021 4:20,Crime,ඉෂාලිනීගේ දේහය ගොඩගෙන දෙවැනි මරණ පරීක්ෂණය ඇරැඹේ,0,361
1090,1.42E+18,7/31/2021 2:37,Crime,බල්ලෙක් වගේ පාරෙ මරලා දානවා ලංකා ගුරු සේවා සංගමයේ ප්රධාන ලේකම් මහින්ද ජයසිංහ මරණ තර්ජන,0,1244
1094,1.42E+18,7/31/2021 2:04,Crime,ඊයේ ආසාධිතයින් යි මරණ යි,3,88
1096,1.42E+18,7/30/2021 21:32,Other,කොවිඩ් මරණ ආසාදිතයින් ඉහලට,0,201
1100,1.42E+18,7/30/2021 19:49,Crime,එක්ස්ප්රස් පර්ල් නෞකාව ගිනි ගැනීම සමුද්රජීවී මරණ අනාවරණයක්,0,329
1102,1.42E+18,7/30/2021 19:46,Crime,ගුරු නායක මහින්ද ජයසිංහ මරණ තර්ජන,11,1488
1104,1.42E+18,7/30/2021 19:06,Crime,ගුරු නායක මහින්ද ජයසිංහ මරණ තර්ජන විස්තර,0,289
1106,1.42E+18,7/30/2021 17:27,Crime,ගුරු වෘත්තීය සමිති නායකයා මරණ තර්ජන වීඩියෝ,0,329
1108,1.42E+18,7/30/2021 16:57,Other,සිකුරාදා දිනයේ හඳුනාගත සමස්ත ආසාදිතයින් ගණන කි කොවිඩ් ආසාදිත මෙරටදී හඳුනාගත සමස්ත ආසාදිතයින් ගණන ඉහළගොස් තිබේ ඊයේ සිදුවූ කොවිඩ් මරණ සෞඛ්ය සේවා අධ්යක්ෂ ජනරාල්වරයා අද දින තහවුරු කර තිබේ,2,6740
1110,1.42E+18,7/30/2021 16:47,Crime,ගුරු සංගමේ මහින්දට කොරියාව මරණ තර්ජන,0,1258
1114,1.42E+18,7/30/2021 16:04,Other,කොවිඩ් ආසාදිත මරණ,1,22240
1116,1.42E+18,7/30/2021 16:01,Other,දෛනික කොවිඩ් මරණ වැඩිවෙලා නේද ඒත් කතාබහක සෝෂල් මීඩියා වල කතාබහක නැම් චීනෙ කොරෝනා තීබ්බ කාලෙ වගේ,2,600
1118,1.42E+18,7/30/2021 15:39,Crime,රිෂාඩ් බදියුදීන් මන්ත්රිවරයා නිවසේදි මිය ගිය හැවිරිදි ඉෂාලිනි ජූඩ් දැරියගේ දේහය ත්රිපුද්ගල අධිකරණ වෛද්ය විශේෂඥයින් ඉදිරියේදි අද පෙරවරුවේ යළි ගොඩගත්තේය මුද්රා තබා තිබු ඉෂාලිනිගේ දේහය විවෘත කර පවුලේ සාමාජිකයින්ට දේහය හඳුනා ගැනීමට මෙහිදි,0,105
1122,1.42E+18,7/30/2021 15:26,Crime,මහින්දට මරණ තර්ජන,0,32
1124,1.42E+18,7/30/2021 15:19,Crime,ආසාදිත මරණ,0,837
1126,1.42E+18,7/30/2021 15:06,Other,අද දිනයේ වාර්තා වූ සමස්ත කොවිඩ් අසාදිතයින් සංඛ්යාව ඊයේ දිනයේ සිදුවූ කොවිඩ් ආසාදිත මරණ වාර්තා වී ඇත මෙරට සමස්ත කොවිඩ් මරණ ගණන සක්රිය කොවිඩ් ආසාදිතයින් සංඛ්යාව වසංගත රෝග විද්යා ඒකකය සඳහන් කර සිටින්නේ,20,2875
1130,1.42E+18,7/30/2021 15:04,Other,කොවිඩ් මරණ ඊයේ සිදුවූ කොවිඩ් මරණ සෞඛ්ය සේවා අධ්යක්ෂ ජනරාල්වරයා අද දින තහවුරු කර තිබේ විස්තර,9,110509
1132,1.42E+18,7/30/2021 14:50,Crime,ඉෂාලිනිගේ පශ්චා මරණ පරීක්ෂණය හෙට රිෂාඩ් බදියුදීන් මන්ත්රිවරයා නිවසේදි මිය ගිය හැවිරිදි ඉෂාලිනි ජූඩ් දැරියගේ දේහය ත්රිපුද්ගල අධිකරණ වෛද්ය විශේෂඥයින් ඉදිරියේදි අද පෙරවරුවේ යළි ගොඩගත්තේය විස්තර,12,110509
1142,1.42E+18,7/30/2021 14:27,Crime,මරණ තර්ජනයක් මහින්ද ජයසිංහ හෙළිකරයි වීඩියෝ සහිතයි,1,289
1146,1.42E+18,7/30/2021 14:18,Other,ඇමරිකාවේ ඉදිරියේදී නැවත විශාල කොවිඩ් මරණ ප්රමාණය වාර්තා වෙන්න පුළුවන් එන්නතේ ප්ර,1,317
1152,1.42E+18,7/30/2021 9:01,Other,ගාල්ල දිස්ත්රික්කයේ නිවෙස්වලදී මරණ කෝවිඩ් ආසාදිත තහවුරුවීමේ ප්රවණතා යළි වී තිබෙන නිවෙස්වල මියයන පුද්ගලයන් සෑම කෙනෙකු සිරුරු පීසීආර් පක්ෂණ යොමු කළ යුතුයැයි රුහුණ විශ්වවිද්යාලයේ අධිකරණ වෛද්ය විද්යා අංශයේ ජ්යෙෂ්ඨ කථ,1,6740
1154,1.42E+18,7/30/2021 8:22,Other,කොවිඩ් මරණ මසක ත් වාර්තා වියහැකි සෞඛ්ය අංශවල අනතුරු ඇඟවීම විස්තර,11,110509
1156,1.42E+18,7/30/2021 8:17,Crime,ඉෂාලිනීගේ සිරුර දෙවන පශ්චා මරණ පරික්ෂණය පේරාදෙණි ශික්ෂණ රෝහලට,0,8026
1160,1.42E+18,7/30/2021 6:54,Other,මෙරට සමස්ත කොරෝනා ආසාදිතයින් තුන්ලක්ෂය ඉක්මවා යද්දී මෙරට සමස්ත කොවිඩ් මරණ සංඛ්යාව ඉහළට දින වාර්තා වූ කොවිඩ් ආසාදිතයින් ගණන යි අලුත අවුරුදු පොකුරෙන් යි විදේශයන් පැමිණ නිරෝධායනයට වෙමින් සිටින යි,0,472
1162,1.42E+18,7/30/2021 6:43,Crime,දෙවන පශ්චා මරණ පරීක්ෂණය ඉෂාලිනීගේ දේහය පේරාදෙණි,0,2025
1164,1.42E+18,7/30/2021 6:20,Crime,හිශාලිනීගේ මරණ වාර්තාව විකෘති කරලා මුස්ලිම් දොස්තර දුන්න තීන්දුව නැවත වරක් මරණ පරීක,2,745
1166,1.42E+18,7/30/2021 6:04,Crime,හිටපු අමාත්ය රිෂාඩ් බදියුදීන්ගේ කොළඹ නිවසක මෙහෙකාර සේවයේ යෙදි සිටියදී පිලිස්සී මිය ගිය ඉෂාලිනි ජුඩ් දැරියගේ සිරුර නැවත පශ්චා මරණ පරික්ෂණය සදහා ගොඩ ගැනීමේ කටයුතු ආරම්භ වේ,0,583
1168,1.42E+18,7/30/2021 6:02,Crime,හිටපු අමාත්ය රිෂාඩ් බදියුදීන් මහතාගේ නිවසේදී පිළිස්සී මිය ගිය හැවිරිදි දැරියගේ මිහිදන් කළ සිරුර දෙවන පශ්චා මරණ පරීක්ෂණය ගොඩගැනීම අද සිදුවිය අධිකරණ නියෝග හැටන් ඩයගම වත්තේ බටහිර කොටසේ පිහිටි පොදු සුසාන භුමියේ මිහිදන් කර තිබු සිරුර ගො,1,6740
1170,1.42E+18,7/30/2021 4:37,Other,කොවිඩ් සමාජගත නොවූ මෙරට සමස්ත මරණ සංඛ්යාව ඉහලට,0,201
1172,1.42E+18,7/30/2021 4:34,Crime,ඉශාලිනිගේ සිරුර ගොඩ ගනී මරණ පරීක්ෂණය දේහය පේරාදෙණි ශික්ෂණ රෝහලට,1,591
1176,1.42E+18,7/30/2021 3:03,Crime,ඉෂාලිනී දැරියගේ මරණය මරණ පරීක්ෂණයක්,1,235
1178,1.42E+18,7/30/2021 2:47,Other,ඊයෙත් මරණ හැටගානක් නේද හ්ම් හ්ම් හෙළුවෙන්ම කරපල්ලකෝ,1,202
1180,1.42E+18,7/29/2021 18:40,Other,බ්රහස්පතින්දා ආසාදිතයින් මරණ බ්රහස්පතින්දා ආසාදිතයින් මරණ,1,6740
1182,1.42E+18,7/29/2021 16:26,Other,කොවිඩ් ඉදිරියේ එන්නත්කරණය සාර්ථකයි මරණ ආසාදිතයින් එන්නත නොලත් පිරිසෙන්,0,1258
1184,1.42E+18,7/29/2021 16:10,Other,කොම්රේඩ්ස්ලාගේ කොම්පැනියට කන්ට්රෑක් එකට කතා උන ගානටත් බෝනස් එකකුත් හම්බුවෙයි වගේ මරණ පැනලා යනවා ගොවියෝ ගුරුවරු පාරට බස්සන එකේ රිසලට්ස් තමයි එන්නේ බෝනස් එක කරගන්න පුලුවන් යූනියන් එකක දෙකක මිනිස්සු පාරට බස්සන්න කිව්වානම්,3,47
1186,1.42E+18,7/29/2021 16:04,Other,කොරෝනා මරණ අද ආසාදිතයන්,1,28580
1188,1.42E+18,7/29/2021 15:29,Other,ක්රිකට් උණුසුම මැද අමතක කරන්න එපා මිලියන කට එක මාත්රාව හෝ ලබා දීල අද කොරෝනා මරණ ආර්ථිකය රැකෙන්නත් ජීවත් වෙන්න ඕනෙ කියලා ගානෙන් මරණ බාගයක්වත් එන්න කලින් රට වහන් ඉල්ලපු අපි අද වෙඩින් සමරන ලොකු අවමගුල් තියනවා උද්ඝෝෂණ කරනවා ඔය තුන පාලනය නොකරොත්,90,2305
1190,1.42E+18,7/29/2021 15:23,Other,ටික වුනොත් අපි මරණ සංඛ්යාව අවසානය දාහට වටයන්න ගන්නවා සුනාමි මලා යුද්ද,1,1438
1194,1.42E+18,7/29/2021 15:18,Other,සමස්ත කොවිඩ් මරණ පහක් හයක් මැරෙනකොට දැනුන හැඟී දැනෙන්න නේද දවසින් දවස අපි මරණෙත් සාමාන්යකරණය වෙලා,9,2167
1198,1.42E+18,7/29/2021 15:16,Other,වගේ මැටි අල තවම තියෙනවා ආසාදිතයෝ ලක්ෂ පැන්නා විතර මරණ දවසට කට මැරෙන කව,0,889
1202,1.42E+18,7/29/2021 15:00,Other,කොවිඩ් මරණ අද දිනය කොවිඩ් මරණ සෞඛ්ය සේවා අධ්යක්ෂ ජනරාල්වරයා තහවුරු කර තිබේ විස්තර,5,110509
1212,1.42E+18,7/29/2021 14:47,Other,ඊය කිව්වා මරණ අද දවස් දෙකට ඉස්සරනම් උන්නා එකතුව උනාම බලපු කෙනෙක්,5,1675
1214,1.42E+18,7/29/2021 14:43,Other,ඊයේ දිනයේ සිදුවූ කොවිඩ් ආසාදිත මරණ වාර්තා වී සෞඛ්ය සේවා අධ්යක්ෂක ජනරාල්වරයා තහවුරු කර සිටියි මෙරට සමස්ත කොවිඩ් ආසාදිත මරණ සංඛ්යාව ඉහළට,17,2875
1218,1.42E+18,7/29/2021 13:27,Other,දෙනෙක් සුවය ලබයි මෙරට කොරෝනා ආසාදිතව සුවය ලැබූ පුද්ගලයින් සංඛ්යාව ඊයේ දෙනෙකු හඳුනා ගැනේ අලුත අවුරුදු පොකුර බන්ධනාගාර පොකුර විදේශයන් පැමිණි ප්රතිකාර ලබන රෝගීන් සුවය ලැබූ මරණ,0,1277
1220,1.42E+18,7/29/2021 12:22,Other,මරණ දඬුවම දෙන්න තරම් සුදුසු අන්තවාදීන්ටත් නිදහස ඉල්ලන තරම් සංහිඳියා ඔඩුදුවලා හමාරයි,28,833
1222,1.42E+18,7/29/2021 12:07,Other,පුස් රාටින් කියන විදියට කොරෝනා මරණ වැඩිවෙන්නෙ ගුරුවරු උද්ඝෝෂණ නිසාලු තාම සමාජ ව්යාප්තියක්වත් තියෙනව කියලා ප්රකාශ කරගන්න බැරි වුන සෞඛ්ය අමාත්යාංශේ දුර්වලතාවය කියලා මෙයා පේන්නේ නැත්තේ,1,77
1226,1.42E+18,7/29/2021 10:59,Crime,බදියුදීන් බිරිද මෙහෙකාර දැරියන් මුහුණ වැසිකිලි ඔබලා නිවසේ අබිරහස් මරණ දෙකක්,1,1018
1228,1.42E+18,7/29/2021 10:45,Other,ඔය ඉල්ලීම ඉල්ලන් මාස දෙකක් හිටියා කොරෝනා වලින් මරණ අඩු කරගන්න පුලුවන් මෙතන යන්නෙ එකක් ඒකට ගුරුවරු අහු වෙලා හෙද සෙට් එකත් ඔහොම ඉල්ලුව එයාල දුන්නම අය ඉල්ලල උද්ඝෝෂණ වැඩවර්ජන ගත්තා මෙයාලට දුන්නත් එච්චරම තමයි අය ඉල්ලයි,3,2305
1230,1.42E+18,7/29/2021 10:18,Crime,ඉෂාලිනිගේ දේහය දෙවන මරණ පරීක්ෂණය පේරාදෙණි ශික්ෂණ රෝහලේ පැවැත්වී නියෝගය,0,35
1234,1.42E+18,7/29/2021 9:22,Crime,මැරෙන්න එකෙක්ට මැරෙන්න එකෙක් කළ ලොව පළමු මරණ තර්ජන,3,546
1236,1.42E+18,7/29/2021 9:11,Other,ඊයේ මරණ යි ආසාදිතයෝ ආසන්නයි ස්ටාලීන් ඔබත් රටත් විනාශ කරමින් සිටියි,0,2
1238,1.42E+18,7/29/2021 9:01,Crime,ඉෂාලිනිගේ සිරුර දෙවන පශ්චා මරණ පරීක්ෂණය පේරාදෙණි ශික්ෂණ රෝහල රැගෙන නියෝගය,1,877
1248,1.42E+18,7/29/2021 4:40,Other,දොස්තරලා ගෙදරට වෙලා ඉන්න ස්ටාලින් ප්රමුඛ ගුරැවරැ පාරට බැස සෞඛ්ය රීති කඩා උද්ඝෝෂණ කරමු මරණ වැඩියි දිනකදි එල ස්ටාලින් එල,12,47598
1252,1.42E+18,7/29/2021 4:27,Other,මෙරට කොවිඩ් ආසාදිතයින් මරණ නැවත දිනෙන දින ඉහලට,0,201
1260,1.42E+18,7/29/2021 2:50,Other,මෙරට කොරෝනා වෛරස අසුබ ආරංචිය,22,120164
1262,1.42E+18,7/29/2021 2:09,Other,දෛනික කොවිඩ් මරණ සංඛ්යාව ඉහළ යයි ඊයේ ශ්රී ලංකා ලෝකය ආසියාව,0,1631
1264,1.42E+18,7/29/2021 2:09,Other,කොවිඩ් මරණ තහවුරු කරයි,0,837
1268,1.42E+18,7/28/2021 22:00,Other,ඉෂාලිනිගේ දෙවන පශ්චා මරණ පරීක්ෂණය විශේෂඥ වෛද්ය කණ්ඩායමක්,1,1975
1274,1.42E+18,7/28/2021 18:13,Other,සෞඛ්ය සේවා අධ්යක්ෂ ජනරාල්වරයා ඊයේ මරණ වාර්තාකර තිබේ තහවුරු කරන ලද මරණ අතුරින් දෙනෙකු පිරිමි පුද්ගලයින් ඉතිරි දෙනා කාන්තාවන් වේ මියගිය පුද්ගලයින් අතරින් එක් අයෙකු වයස අවුරුදු අඩු වයස් සීමාවේ පසු වූ මරණකරුවෙක,0,6740
1278,1.42E+18,7/28/2021 16:11,Other,අද දිනයේ හඳුනාගත සමස්ත කොවිඩ් ආසාදිතයින් ගණන සක්රිය සිටින කොවිඩ් ආසාදිතයින් සංඛ්යාව ඊයේ දිනයේ කොවිඩ් මරණ වාර්තා වී තිබෙනව සමස්ත මරණ සංඛ්යාව ඉහල ගොස් තිබෙනව,27,2875
1280,1.42E+18,7/28/2021 15:48,Other,දිනක් කොවිඩ් මරණ,7,1007
1284,1.42E+18,7/28/2021 15:37,Other,ඊයේ වූ කොරෝනා මරණ සංඛ්යාව,0,35
1286,1.42E+18,7/28/2021 15:34,Other,වෛද්ය පද්මා ගුණරත්න පුරෝකථනය කළ හතරවන රැල්ල ආරම්භයද අද කොවිඩ් මරණ ඉන් ක්ම වයස ජ්යෙෂ්ඨ පුරවැසියන්,0,3245
1288,1.42E+18,7/28/2021 15:30,Other,කොවිඩ් මරණ කොවිඩ් මරණ සෞඛ්ය සේවා අධ්යක්ෂ ජනරාල්වරයා තහවුරු කර තිබේ විස්තර,6,110509
1290,1.42E+18,7/27/2021 6:51,Crime,ඉෂාලිනිගේ මරණ පරීක්ෂණයට දේශපාලන බලපෑම්,0,704
1296,1.42E+18,7/27/2021 2:09,Crime,දියණියගේ මරණ පරීක්ෂණය කලේ මුස්ලිම් දොස්තර කෙනෙක් පැමිණිල්ල ලිවුවේ මුස්ලිම් පොලිස් නිලධාරියෙක් කිසිවක් පිලිගන්න බෑ දැරියගේ මව,0,1631
1300,1.42E+18,7/27/2021 1:27,Other,පිරිතෙන් ප්රතිපල ලැබීම එය පුද්ගලයෙකු සජ්ජායනය කිරීම වැදගත්ය එහි ප්රතිපල ල,1,317
1302,1.42E+18,7/27/2021 1:06,Crime,රිෂාඩ් බදියුදීන් හිටපු අමාත්යවරයාගේ නිවසේ ගිනි ඇවිලීමකින් මරණයට පත් තම දියණියගේ මරණ පරීක්ෂණය සිදුකර ඇත්තේ මුස්ලිම් ජාතික වෛද්යවරයෙකු බොරැල්ල පොලිසියේදී අදාල පැමිණිල්ල ලිවුවේ මුස්ලිම් පොලිස් නිලධාරියෙක් වාර්තා පිළිගත නොහැකි මියගිය දැරියගේ මව සඳහන් කරයි,0,830
